word,c1,c2,source_subtlex,source_yuwei,source_xianhan,subtlex_wcount,qwen_c1_probability_distribution,qwen_c1_score,qwen_c2_probability_distribution,qwen_c2_score,lexical_structure
盘整,盘,整,1,0,1,1,"{""2"":0.095,""3"":0.9013,""4"":0.0017,""5"":0.0015,""6"":0.0004}",2.9111,"{""2"":0.3109,""3"":0.6581,""4"":0.0021,""5"":0.0255,""6"":0.0035}",2.7526,COORD
盘旋,盘,旋,1,1,1,98,"{""1"":0.0003,""2"":0.0006,""5"":0.0704,""6"":0.8582,""7"":0.0704}",5.9961,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0032,""7"":0.9968}",6.9967,BINOME
盘曲,盘,曲,0,1,1,,"{""2"":0.0,""4"":0.0,""5"":0.0017,""6"":0.3203,""7"":0.678}",6.6762,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0041,""7"":0.9959}",6.9958,COORD
盘查,盘,查,1,1,1,20,"{""2"":0.0039,""3"":0.0064,""4"":0.0024,""5"":0.9505,""6"":0.0369}",5.01,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0953,""7"":0.9044}",6.9042,COORD
盘桓,盘,桓,1,1,1,5,"{""2"":0.3107,""3"":0.6577,""4"":0.0073,""5"":0.0199,""6"":0.0044}",2.7496,"{""2"":0.0153,""3"":0.0416,""5"":0.6504,""6"":0.2393,""7"":0.0534}",5.217,BINOME
盘梯,盘,梯,0,0,1,,"{""2"":0.4871,""3"":0.1792,""5"":0.2301,""6"":0.0847,""7"":0.0189}",3.3026,"{""2"":0.0047,""3"":0.0013,""5"":0.2554,""6"":0.6942,""7"":0.0444}",5.7663,SUBORD
盘活,盘,活,1,1,1,1,"{""2"":0.0015,""3"":0.0015,""5"":0.7741,""6"":0.2218,""7"":0.0012}",5.2166,"{""2"":0.0003,""3"":0.0001,""5"":0.0179,""6"":0.9753,""7"":0.0066}",5.9875,COMP
盘点,盘,点,1,1,1,10,"{""2"":0.0007,""3"":0.0004,""5"":0.2213,""6"":0.7724,""7"":0.0052}",5.7798,"{""2"":0.0034,""3"":0.001,""5"":0.1463,""6"":0.842,""7"":0.0073}",5.8442,VO
盘石,盘,石,1,0,1,2,"{""1"":0.0202,""2"":0.5213,""5"":0.026,""6"":0.3162,""7"":0.1163}",3.904,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0019,""7"":0.9979}",6.9975,SUBORD
盘秤,盘,秤,0,1,0,,"{""1"":0.0003,""2"":0.0004,""5"":0.0081,""6"":0.7247,""7"":0.2666}",6.2554,"{""1"":0.0001,""2"":0.0001,""5"":0.0038,""6"":0.4361,""7"":0.5599}",6.5552,SUBORD
盘究,盘,究,0,0,1,,"{""2"":0.0924,""3"":0.8766,""4"":0.0076,""5"":0.0206,""6"":0.0028}",2.9648,"{""2"":0.0002,""3"":0.0001,""5"":0.0365,""6"":0.941,""7"":0.0221}",5.9842,COORD
盘空,盘,空,0,1,0,,"{""1"":0.0031,""2"":0.9881,""3"":0.0085,""4"":0.0001,""7"":0.0002}",2.0064,"{""1"":0.0369,""2"":0.7413,""3"":0.2124,""5"":0.003,""7"":0.0064}",2.2166,VO
盘算,盘,算,1,1,1,60,"{""2"":0.0147,""3"":0.1399,""4"":0.0089,""5"":0.8052,""6"":0.0312}",4.6982,"{""2"":0.0,""4"":0.0,""5"":0.0014,""6"":0.6216,""7"":0.377}",6.3755,COORD
盘结,盘,结,0,0,1,,"{""2"":0.0044,""3"":0.0073,""5"":0.8402,""6"":0.146,""7"":0.0021}",5.1224,"{""2"":0.0,""3"":0.0,""5"":0.0038,""6"":0.7282,""7"":0.2679}",6.2639,COORD
盘绕,盘,绕,1,1,1,3,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.018,""7"":0.982}",6.9819,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,COORD
盘缠,盘,缠,1,1,1,6,"{""1"":0.0063,""2"":0.9332,""3"":0.0597,""4"":0.0004,""7"":0.0004}",2.0562,"{""1"":0.0123,""2"":0.669,""3"":0.316,""4"":0.0013,""7"":0.0015}",2.3137,BINOME
盘羊,盘,羊,0,0,1,,"{""1"":0.0105,""2"":0.0064,""5"":0.0605,""6"":0.3483,""7"":0.5743}",6.4356,"{""1"":0.0003,""2"":0.0002,""5"":0.0019,""6"":0.0179,""7"":0.9797}",6.9755,SUBORD
盘腿,盘,腿,1,1,1,4,"{""1"":0.0004,""2"":0.0003,""5"":0.0213,""6"":0.4282,""7"":0.5498}",6.525,"{""1"":0.0,""4"":0.0,""5"":0.0018,""6"":0.06,""7"":0.9382}",6.9362,VO
盘膝,盘,膝,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0009,""6"":0.0373,""7"":0.9618}",6.9608,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0052,""7"":0.9946}",6.9944,VO
盘落,盘,落,0,0,1,,"{""2"":0.2218,""3"":0.7743,""4"":0.0013,""5"":0.0019,""6"":0.0006}",2.7852,"{""1"":0.001,""2"":0.4983,""3"":0.4983,""5"":0.0012,""7"":0.0012}",2.5072,COORD
盘诘,盘,诘,1,1,1,2,"{""1"":0.0017,""2"":0.6727,""3"":0.3178,""4"":0.0027,""5"":0.0051}",2.337,"{""2"":0.0,""4"":0.0,""5"":0.0023,""6"":0.8157,""7"":0.182}",6.1796,COORD
盘账,盘,账,1,1,1,1,"{""1"":0.0004,""2"":0.0008,""5"":0.0667,""6"":0.633,""7"":0.299}",6.2267,"{""2"":0.0,""4"":0.0,""5"":0.0018,""6"":0.9508,""7"":0.0473}",6.0453,VO
盘货,盘,货,1,1,1,2,"{""2"":0.0007,""3"":0.0004,""5"":0.2673,""6"":0.7267,""7"":0.0049}",5.7337,"{""1"":0.0001,""2"":0.0005,""5"":0.0941,""6"":0.8926,""7"":0.0127}",5.916,VO
盘费,盘,费,0,1,1,,"{""1"":0.0018,""2"":0.4357,""3"":0.5595,""4"":0.0016,""5"":0.0014}",2.565,"{""2"":0.0042,""3"":0.0033,""5"":0.4842,""6"":0.4842,""7"":0.0241}",5.5133,COORD
盘跌,盘,跌,0,0,1,,"{""1"":0.002,""2"":0.9219,""3"":0.0757,""4"":0.0002,""5"":0.0001}",2.0745,"{""2"":0.0027,""3"":0.0006,""5"":0.1164,""6"":0.86,""7"":0.0202}",5.8911,SUBORD
盘跚,盘,跚,0,0,1,,"{""1"":0.0229,""2"":0.9757,""3"":0.0013,""4"":0.0001,""7"":0.0}",1.9787,"{""2"":0.6485,""3"":0.3064,""4"":0.0056,""5"":0.0323,""6"":0.0072}",2.4433,BINOME
盘踞,盘,踞,1,1,1,7,"{""2"":0.0196,""3"":0.0416,""5"":0.8354,""6"":0.0881,""7"":0.0153}",4.9765,"{""1"":0.0,""4"":0.0,""5"":0.0003,""6"":0.2226,""7"":0.7771}",6.7768,COORD
盘道,盘,道,0,0,1,,"{""1"":0.0023,""2"":0.9371,""3"":0.0599,""4"":0.0004,""7"":0.0004}",2.0601,"{""1"":0.0035,""2"":0.6746,""3"":0.3187,""4"":0.0013,""7"":0.0019}",2.3272,SUBORD
盘错,盘,错,0,0,1,,"{""1"":0.0012,""2"":0.7751,""3"":0.2221,""4"":0.0012,""7"":0.0005}",2.2257,"{""2"":0.6046,""3"":0.3667,""5"":0.0183,""6"":0.0052,""7"":0.0052}",2.4685,COORD
盘问,盘,问,1,1,1,216,"{""1"":0.0009,""2"":0.8339,""3"":0.1642,""4"":0.0005,""7"":0.0006}",2.1672,"{""2"":0.0,""4"":0.0,""5"":0.0004,""6"":0.562,""7"":0.4377}",6.4373,COORD
盘陀,盘,陀,0,0,1,,"{""1"":0.0032,""2"":0.99,""3"":0.0067,""4"":0.0001,""7"":0.0001}",2.0041,"{""1"":0.0005,""2"":0.8511,""3"":0.1479,""4"":0.0003,""7"":0.0002}",2.1491,BINOME
盘面,盘,面,0,0,1,,"{""2"":0.0196,""3"":0.0322,""5"":0.8313,""6"":0.1125,""7"":0.0044}",4.9981,"{""2"":0.0413,""3"":0.0321,""5"":0.5028,""6"":0.3916,""7"":0.0321}",5.2678,SUBORD
盘香,盘,香,0,1,1,,"{""1"":0.0057,""2"":0.8468,""3"":0.1146,""5"":0.0256,""6"":0.0073}",2.2149,"{""1"":0.0005,""2"":0.0006,""5"":0.0406,""6"":0.8164,""7"":0.1419}",6.0967,SUBORD
盛世,盛,世,1,1,1,14,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0025,""7"":0.9975}",6.9975,"{""2"":0.0,""4"":0.0,""5"":0.0001,""6"":0.018,""7"":0.9819}",6.9817,SUBORD
盛举,盛,举,1,1,1,4,"{""2"":0.0163,""3"":0.0022,""5"":0.0729,""6"":0.8878,""7"":0.0209}",5.8764,"{""2"":0.0126,""3"":0.0162,""5"":0.5369,""6"":0.4181,""7"":0.0162}",5.3802,SUBORD
盛事,盛,事,1,1,1,27,"{""1"":0.0,""4"":0.0,""5"":0.0006,""6"":0.2226,""7"":0.7769}",6.7763,"{""1"":0.0,""4"":0.0,""5"":0.0004,""6"":0.0758,""7"":0.9238}",6.9233,SUBORD
盛产,盛,产,1,1,1,16,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.018,""7"":0.9819}",6.9818,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0041,""7"":0.9959}",6.9958,SUBORD
盛会,盛,会,1,1,1,55,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0953,""7"":0.9045}",6.9044,"{""1"":0.0,""2"":0.0,""5"":0.001,""6"":0.2225,""7"":0.7765}",6.7752,SUBORD
盛传,盛,传,1,1,1,10,"{""1"":0.0064,""2"":0.5726,""3"":0.3473,""5"":0.0603,""6"":0.0135}",2.5758,"{""2"":0.0003,""3"":0.0003,""5"":0.0705,""6"":0.8585,""7"":0.0705}",5.9979,SUBORD
盛典,盛,典,1,1,1,27,"{""1"":0.0,""4"":0.0,""5"":0.0008,""6"":0.6786,""7"":0.3206}",6.3197,"{""1"":0.0001,""2"":0.0002,""5"":0.0069,""6"":0.618,""7"":0.3748}",6.3666,SUBORD
盛况,盛,况,1,1,1,7,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0759,""7"":0.9241}",6.9239,"{""1"":0.0,""2"":0.0,""5"":0.0008,""6"":0.1479,""7"":0.8512}",6.8502,SUBORD
盛利,盛,利,1,0,0,1,"{""2"":0.5967,""3"":0.3619,""5"":0.0297,""6"":0.0085,""7"":0.0031}",2.5008,"{""2"":0.0789,""3"":0.1013,""5"":0.5828,""6"":0.2144,""7"":0.0226}",4.8204,COORD
盛名,盛,名,1,1,1,34,"{""1"":0.0001,""2"":0.0001,""5"":0.0167,""6"":0.4304,""7"":0.5527}",6.5351,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0293,""7"":0.9705}",6.9703,SUBORD
盛哲,盛,哲,1,0,0,1,"{""1"":0.1479,""2"":0.8511,""3"":0.0008,""4"":0.0001,""7"":0.0001}",1.8538,"{""1"":0.0012,""2"":0.3759,""3"":0.6198,""4"":0.0015,""7"":0.0015}",2.6294,SUBORD
盛器,盛,器,1,0,1,1,"{""1"":0.0,""4"":0.0,""5"":0.0005,""6"":0.0373,""7"":0.9621}",6.9614,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9994,SUBORD
盛夏,盛,夏,1,1,1,14,"{""1"":0.0,""2"":0.0,""5"":0.0016,""6"":0.1478,""7"":0.8505}",6.8485,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.999,SUBORD
盛大,盛,大,1,1,1,255,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.001,""7"":0.999}",6.9989,"{""1"":0.0,""2"":0.0,""5"":0.0003,""6"":0.0373,""7"":0.9623}",6.9619,COORD
盛宴,盛,宴,1,1,1,93,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.148,""7"":0.8519}",6.8518,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.998}",6.998,SUBORD
盛岗,盛,岗,1,0,0,5,"{""1"":0.2675,""2"":0.7272,""3"":0.0049,""4"":0.0002,""7"":0.0002}",1.7387,"{""1"":0.0019,""2"":0.7742,""3"":0.2218,""4"":0.0009,""5"":0.0012}",2.2252,SUBORD
盛年,盛,年,1,1,1,2,"{""2"":0.0,""4"":0.0,""5"":0.0023,""6"":0.2683,""7"":0.7293}",6.7269,"{""2"":0.0,""4"":0.0,""5"":0.0008,""6"":0.0953,""7"":0.9039}",6.9029,SUBORD
盛开,盛,开,1,1,1,53,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9993,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.999,COMP
盛怒,盛,怒,1,1,1,13,"{""1"":0.0001,""2"":0.0001,""5"":0.0043,""6"":0.8139,""7"":0.1816}",6.1765,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0003,""7"":0.9997}",6.9996,SUBORD
盛情,盛,情,1,1,1,34,"{""1"":0.0,""4"":0.0,""5"":0.0003,""6"":0.148,""7"":0.8517}",6.8514,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0474,""7"":0.9524}",6.9523,SUBORD
盛惠,盛,惠,1,0,0,1,"{""1"":0.0051,""2"":0.9649,""3"":0.0291,""4"":0.0003,""7"":0.0006}",2.0277,"{""2"":0.0191,""3"":0.0857,""5"":0.8135,""6"":0.0668,""7"":0.0149}",4.8677,SUBORD
盛意,盛,意,1,1,1,1,"{""2"":0.0,""4"":0.0,""5"":0.0086,""6"":0.7706,""7"":0.2208}",6.2121,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0953,""7"":0.9045}",6.9044,SUBORD
盛放,盛,放,1,0,0,5,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9984,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.018,""7"":0.9819}",6.9818,COORD
盛景,盛,景,1,0,0,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0141,""7"":0.9859}",6.9858,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0086,""7"":0.9914}",6.9913,SUBORD
盛暑,盛,暑,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0953,""7"":0.9045}",6.9043,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9994,SUBORD
盛服,盛,服,0,0,1,,"{""1"":0.0,""2"":0.0,""5"":0.005,""6"":0.9578,""7"":0.0371}",6.0319,"{""2"":0.0001,""3"":0.0,""5"":0.0055,""6"":0.813,""7"":0.1814}",6.1754,SUBORD
盛满,盛,满,1,0,0,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0003,""7"":0.9997}",6.9997,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9994,COMP
盛熙,盛,熙,1,0,0,2,"{""1"":0.0047,""2"":0.8995,""3"":0.0948,""4"":0.0004,""7"":0.0006}",2.0941,"{""2"":0.0002,""3"":0.0001,""5"":0.0049,""6"":0.935,""7"":0.0598}",6.0537,SUBORD
盛瑞,盛,瑞,1,0,0,3,"{""1"":0.0104,""2"":0.9402,""3"":0.0468,""5"":0.0011,""6"":0.0014}",2.0453,"{""2"":0.2946,""3"":0.4858,""5"":0.1392,""6"":0.0657,""7"":0.0147}",3.2396,COORD
盛素,盛,素,1,0,0,1,"{""1"":0.0216,""2"":0.9175,""3"":0.0587,""4"":0.0005,""7"":0.0018}",2.0469,"{""1"":0.0053,""2"":0.616,""3"":0.3736,""5"":0.0025,""7"":0.0025}",2.3884,SUBORD
盛行,盛,行,1,1,1,41,"{""1"":0.0,""4"":0.0,""5"":0.0022,""6"":0.3201,""7"":0.6777}",6.6754,"{""1"":0.0004,""2"":0.0011,""5"":0.0473,""6"":0.7394,""7"":0.2118}",6.1581,SUBORD
盛衰,盛,衰,0,1,0,,"{""1"":0.0002,""2"":0.0002,""5"":0.0351,""6"":0.7051,""7"":0.2594}",6.2224,"{""1"":0.0,""4"":0.0,""5"":0.0008,""6"":0.1191,""7"":0.8801}",6.8791,COORD
盛装,盛,装,1,1,1,70,"{""1"":0.0,""4"":0.0,""5"":0.0008,""6"":0.1479,""7"":0.8513}",6.8503,"{""1"":0.0,""2"":0.0,""5"":0.0005,""6"":0.0758,""7"":0.9236}",6.9229,SUBORD
盛誉,盛,誉,0,1,1,,"{""1"":0.0002,""2"":0.0002,""5"":0.0116,""6"":0.494,""7"":0.494}",6.4807,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0141,""7"":0.9859}",6.9859,SUBORD
盛评,盛,评,0,0,1,,"{""2"":0.2872,""3"":0.0641,""5"":0.1057,""6"":0.1742,""7"":0.3688}",4.922,"{""1"":0.0004,""2"":0.0014,""5"":0.0286,""6"":0.9473,""7"":0.0223}",5.9859,SUBORD
盛赞,盛,赞,1,1,1,6,"{""1"":0.0,""4"":0.0,""5"":0.0005,""6"":0.0474,""7"":0.952}",6.9514,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0041,""7"":0.9959}",6.9959,SUBORD
盛销,盛,销,0,0,1,,"{""1"":0.0107,""2"":0.3528,""3"":0.5817,""5"":0.0372,""6"":0.0176}",2.7529,"{""1"":0.0002,""2"":0.0002,""5"":0.0041,""6"":0.7738,""7"":0.2217}",6.2158,SUBORD
盛饭,盛,饭,1,0,0,2,"{""1"":0.0,""4"":0.0,""5"":0.0003,""6"":0.018,""7"":0.9817}",6.9812,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0025,""7"":0.9974}",6.9972,VO
盛馔,盛,馔,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0033,""6"":0.3763,""7"":0.6204}",6.6168,"{""2"":0.0,""4"":0.0,""5"":0.0003,""6"":0.1824,""7"":0.8173}",6.8169,SUBORD
盟主,盟,主,1,1,1,1,"{""1"":0.0,""4"":0.0,""5"":0.0008,""6"":0.4996,""7"":0.4996}",6.4988,"{""1"":0.0,""2"":0.0,""5"":0.0009,""6"":0.2687,""7"":0.7304}",6.7292,SUBORD
盟书,盟,书,0,1,0,,"{""1"":0.0,""2"":0.0,""5"":0.0012,""6"":0.8165,""7"":0.1822}",6.1808,"{""2"":0.0035,""3"":0.0027,""5"":0.0543,""6"":0.8499,""7"":0.0896}",6.0132,SUBORD
盟军,盟,军,1,1,1,48,"{""1"":0.0001,""4"":0.0,""5"":0.0017,""6"":0.3203,""7"":0.678}",6.676,"{""1"":0.0001,""2"":0.0,""5"":0.0018,""6"":0.5611,""7"":0.437}",6.4348,SUBORD
盟友,盟,友,1,1,1,152,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0041,""7"":0.9959}",6.9959,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0373,""7"":0.9626}",6.9625,COORD
盟员,盟,员,0,1,0,,"{""1"":0.0,""4"":0.0,""5"":0.0006,""6"":0.3773,""7"":0.622}",6.6213,"{""2"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0293,""7"":0.9705}",6.9702,SUBORD
盟国,盟,国,1,1,1,24,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.023,""7"":0.977}",6.9769,"{""1"":0.0,""2"":0.0,""5"":0.0008,""6"":0.0758,""7"":0.9233}",6.9223,SUBORD
盟约,盟,约,1,1,1,21,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0015,""7"":0.9985}",6.9985,"{""1"":0.0,""4"":0.0,""5"":0.0001,""6"":0.0141,""7"":0.9858}",6.9857,COORD
盟誓,盟,誓,1,1,1,3,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.9981}",6.998,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9995}",6.9995,COORD
盟邦,盟,邦,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0006,""6"":0.3206,""7"":0.6787}",6.6781,"{""2"":0.0,""4"":0.0,""5"":0.002,""6"":0.6212,""7"":0.3768}",6.3746,COORD
盥洗,盥,洗,1,1,1,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.0293,""7"":0.9705}",6.9703,COORD
盥漱,盥,漱,0,0,1,,"{""1"":0.0004,""2"":0.0001,""5"":0.0048,""6"":0.4355,""7"":0.5592}",6.5517,"{""1"":0.0002,""2"":0.0003,""5"":0.0175,""6"":0.9533,""7"":0.0288}",6.0093,COORD
目下,目,下,1,0,1,2,"{""2"":0.0108,""3"":0.0084,""5"":0.3591,""6"":0.5921,""7"":0.0295}",5.6016,"{""2"":0.0275,""3"":0.0353,""5"":0.5527,""6"":0.2611,""7"":0.1233}",5.3545,SUBORD
目今,目,今,0,0,1,,"{""1"":0.0582,""2"":0.709,""3"":0.2031,""5"":0.013,""7"":0.0167}",2.2673,"{""1"":0.0001,""4"":0.0,""5"":0.0007,""6"":0.018,""7"":0.9812}",6.9802,SUBORD
目光,目,光,1,1,1,285,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9996}",6.9996,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.011,""7"":0.9888}",6.9886,SUBORD
目击,目,击,1,1,1,613,"{""1"":0.0,""4"":0.0,""5"":0.0014,""6"":0.4372,""7"":0.5614}",6.5597,"{""1"":0.0013,""2"":0.0008,""5"":0.0898,""6"":0.2442,""7"":0.6639}",6.5645,SP
目前,目,前,1,1,1,2798,"{""1"":0.0,""4"":0.0,""5"":0.0073,""6"":0.8456,""7"":0.1469}",6.1393,"{""1"":0.0069,""2"":0.0307,""5"":0.1073,""6"":0.4807,""7"":0.3744}",6.1099,SUBORD
目力,目,力,1,1,1,2,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0019,""7"":0.9981}",6.998,"{""2"":0.0031,""3"":0.0031,""5"":0.2769,""6"":0.5862,""7"":0.1308}",5.8324,SUBORD
目地,目,地,1,0,0,2,"{""1"":0.4886,""2"":0.4886,""3"":0.0148,""6"":0.0026,""7"":0.0054}",1.5635,"{""1"":0.4493,""2"":0.3499,""3"":0.0781,""6"":0.0224,""7"":0.1003}",2.2195,SUBORD
目录,目,录,1,1,1,204,"{""3"":0.0,""4"":0.0,""5"":0.0057,""6"":0.847,""7"":0.1472}",6.1413,"{""1"":0.0,""2"":0.0,""5"":0.0006,""6"":0.0953,""7"":0.904}",6.9032,SUBORD
目标,目,标,1,1,1,4123,"{""1"":0.0,""4"":0.0,""5"":0.0049,""6"":0.2676,""7"":0.7274}",6.7222,"{""1"":0.0,""2"":0.0,""5"":0.0003,""6"":0.0141,""7"":0.9856}",6.9852,SUBORD
目次,目,次,0,1,1,,"{""2"":0.0244,""3"":0.0042,""5"":0.1402,""6"":0.8068,""7"":0.0244}",5.774,"{""1"":0.0001,""2"":0.0001,""5"":0.0076,""6"":0.874,""7"":0.1183}",6.11,COORD
目测,目,测,1,1,1,11,"{""3"":0.0,""4"":0.0,""5"":0.0006,""6"":0.6788,""7"":0.3206}",6.32,"{""3"":0.0,""4"":0.0,""5"":0.007,""6"":0.8118,""7"":0.1811}",6.1739,SP
目的,目,的,1,1,1,1835,"{""1"":0.0029,""2"":0.0018,""5"":0.0168,""6"":0.0588,""7"":0.9197}",6.8811,"{""1"":0.0051,""2"":0.0015,""5"":0.0024,""6"":0.0139,""7"":0.977}",6.9431,SUBORD
目眩,目,眩,1,1,1,7,"{""1"":0.0014,""2"":0.003,""5"":0.2134,""6"":0.745,""7"":0.0371}",5.8043,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9993,SP
目睹,目,睹,1,1,1,302,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0012,""7"":0.9988}",6.9988,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0002,""7"":0.9998}",6.9998,VO
目见,目,见,0,0,1,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9993,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9995}",6.9995,SP
目视,目,视,1,0,0,16,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0003,""7"":0.9996}",6.9996,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0006,""7"":0.9994}",6.9993,SP
目论,目,论,0,0,1,,"{""1"":0.014,""2"":0.9825,""3"":0.0031,""4"":0.0001,""7"":0.0003}",1.9906,"{""1"":0.0466,""2"":0.935,""3"":0.0171,""4"":0.0002,""7"":0.0011}",1.9765,SP
目语,目,语,0,0,1,,"{""2"":0.288,""3"":0.6097,""5"":0.0643,""6"":0.0143,""7"":0.0236}",2.9781,"{""2"":0.058,""3"":0.1577,""5"":0.4287,""6"":0.0956,""7"":0.26}",5.1262,SP
目送,目,送,1,1,1,13,"{""1"":0.0,""4"":0.0,""5"":0.0004,""6"":0.148,""7"":0.8516}",6.8512,"{""2"":0.0,""4"":0.0001,""5"":0.008,""6"":0.811,""7"":0.181}",6.1728,VO
目镜,目,镜,1,0,1,7,"{""1"":0.0001,""2"":0.0001,""5"":0.0055,""6"":0.4971,""7"":0.4971}",6.4907,"{""1"":0.0,""4"":0.0,""5"":0.001,""6"":0.2225,""7"":0.7765}",6.7753,SUBORD
目验,目,验,0,1,1,,"{""1"":0.0,""4"":0.0,""5"":0.0002,""6"":0.3774,""7"":0.6223}",6.622,"{""1"":0.0,""4"":0.0,""5"":0.0006,""6"":0.3773,""7"":0.6221}",6.6214,VO
盯住,盯,住,1,0,0,139,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0009,""7"":0.9991}",6.9991,"{""2"":0.0001,""4"":0.0001,""5"":0.0094,""6"":0.8438,""7"":0.1466}",6.1368,COMP
盯梢,盯,梢,1,1,1,29,"{""1"":0.0331,""2"":0.0701,""5"":0.1156,""6"":0.6655,""7"":0.1156}",5.5538,"{""1"":0.0571,""2"":0.1993,""3"":0.6956,""5"":0.027,""7"":0.021}",2.8245,VO
盯视,盯,视,0,1,0,,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0004,""7"":0.9996}",6.9995,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0041,""7"":0.9959}",6.9958,COORD
盯防,盯,防,0,0,1,,"{""1"":0.0002,""2"":0.0001,""5"":0.0057,""6"":0.8468,""7"":0.1472}",6.1401,"{""2"":0.0,""4"":0.0,""5"":0.0004,""6"":0.1824,""7"":0.8173}",6.8169,COORD
盲井,盲,井,0,0,1,,"{""1"":0.0314,""2"":0.81,""3"":0.0665,""5"":0.0403,""6"":0.0518}",2.3632,"{""1"":0.0329,""2"":0.9617,""3"":0.0039,""4"":0.0002,""7"":0.0013}",1.9777,SUBORD
盲人,盲,人,1,1,1,148,"{""1"":0.0,""4"":0.0,""5"":0.0,""6"":0.0001,""7"":0.9999}",6.9999,"{""1"":0.0002,""2"":0.0,""5"":0.0005,""6"":0.023,""7"":0.9763}",6.9746,SUBORD
盲从,盲,从,1,1,1,12,"{""2"":0.5843,""3"":0.3544,""5"":0.0374,""6"":0.0156,""7"":0.0083}",2.5704,"{""1"":0.0026,""2"":0.0056,""5"":0.0249,""6"":0.8238,""7"":0.1432}",6.083,SUBORD
